Common Name,Entrez ID,Gene Name,Prediction,Sorted Category
ThiM,945142,Hydroxyethylthiazole kinase,,Temporarly Down Regulated
dinF,948554,DNA-damage-inducible protein F,,Ambiguous/Unsorted
yjbJ,948553,UPF0337 protein yjbJ,,Temporarly Up Regulated
mtlA,948118,PTS system mannitol-specific EIICBA component,,Temporarly Up Regulated
mtlR,948116,Mannitol operon repressor,,Ambiguous/Unsorted
cydA,945341,Cytochrome d ubiquinol oxidase subunit 1,,Up Regulated
mpl,948752,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,,Down Regulated
yibK,948119,Uncharacterized tRNA/rRNA methyltransferase yibK,,Temporarly Down Regulated
yibH,948110,Inner membrane protein yibH,,Up Regulated
zitB,945348,Zinc transporter zitB,,Ambiguous/Unsorted
yceB,947377,Uncharacterized lipoprotein yceB,['electron transport'],Down Regulated
betB,947376,Betaine aldehyde dehydrogenase,,Down Regulated
ydhV,948756,Uncharacterized protein ydhV,[' Central intermediary metabolism'],Up Regulated
cydB,945347,Cytochrome d ubiquinol oxidase subunit 2,,Ambiguous/Unsorted
fbp,948753,"Fructose-1,6-bisphosphatase class 1",,Ambiguous/Unsorted
ygfF,947373,Uncharacterized oxidoreductase ygfF,['tricarboxylic acid cycle'],Ambiguous/Unsorted
lysS,947372,"Lysyl-tRNA synthetase; Lysyl-tRNA synthetase, heat inducible",,Down Regulated
yibF,948113,Uncharacterized GST-like protein yibF,[],Temporarly Down Regulated
yddA,945945,Inner membrane ABC transporter ATP-binding protein yddA,,Up Regulated
yibJ,948112,b3595; ECDH10B_3776; Z5017,,Up Regulated
alkA,947371,DNA-3-methyladenine glycosylase 2,,Temporarly Down Regulated
yobB,948329,Uncharacterized protein yobB,['Replication  recombination and repair'],Up Regulated
rluA,946262,Ribosomal large subunit pseudouridine synthase A; Pseudouridine synthase,,Ambiguous/Unsorted
ygaH,945111,Uncharacterized protein ygaH,"['Transcription', ' RNA related', ' Type of regulation', ' Protection', 'transcription', 'regulation of transcription  DNA dependent']",Down Regulated
fre,948325,NAD(P)H-flavin reductase,,Down Regulated
fadA,948324,3-ketoacyl-CoA thiolase,,Up Regulated
ubiD,948326,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,,Ambiguous/Unsorted
tatA,948321,Sec-independent protein translocase protein tatA,,Down Regulated
ysgA,948320,Putative carboxymethylenebutenolidase,,Down Regulated
patA,947120,Putrescine aminotransferase,,Up Regulated
torA,946267,Trimethylamine-N-oxide reductase 1,,Up Regulated
apt,945113,Adenine phosphoribosyltransferase,,Down Regulated
metE,948323,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,,Ambiguous/Unsorted
acrA,945112,Acriflavine resistance protein A,,Down Regulated
ybbP,945118,Uncharacterized ABC transporter permease ybbP,,Temporarly Down Regulated
pyrF,947121,Orotidine 5'-phosphate decarboxylase,,Down Regulated
rhsD,945116,Protein rhsD,,Up Regulated
yjgH,948769,UPF0076 protein yjgH,,Up Regulated
secB,948123,Protein-export protein secB,,Down Regulated
trpD,945109,Anthranilate synthase component II,,Down Regulated
gpsA,948125,Glycerol-3-phosphate dehydrogenase [NAD(P)+],,Down Regulated
moaE,945399,Molybdopterin-converting factor subunit 2,,Temporarly Up Regulated
pyrB,948767,Aspartate carbamoyltransferase catalytic chain; Aspartate carbamoyltransferase,,Down Regulated
rhsA,948120,Protein rhsA,,Up Regulated
pepB,948766,Peptidase B,,Down Regulated
treR,948760,HTH-type transcriptional regulator treR,,Ambiguous/Unsorted
ybhK,945390,UPF0052 protein ybhK,,Temporarly Down Regulated
ycfD,945391,Uncharacterized protein ycfD,[],Up Regulated
cysE,948126,Serine acetyltransferase,,Down Regulated
yibQ,948128,Uncharacterized protein yibQ,['proteolysis'],Temporarly Down Regulated
ybbN,947119,Uncharacterized protein ybbN,['Nucleotide transport and metabolism'],Down Regulated
pepQ,948335,Xaa-Pro dipeptidase,,Down Regulated
ynjH,946279,Uncharacterized protein ynjH,['Amino acid transport and metabolism'],Up Regulated
ybbJ,945126,Inner membrane protein ybbJ,,Temporarly Up Regulated
ompW,945128,Outer membrane protein W,,Temporarly Up Regulated
gcvT,947390,Aminomethyltransferase,,Down Regulated
rfaF,948135,ADP-heptose--LPS heptosyltransferase 2,,Down Regulated
gcvP,947394,Glycine dehydrogenase [decarboxylating],,Down Regulated
rfaC,948136,Lipopolysaccharide heptosyltransferase 1,,Down Regulated
ypdB,947395,Uncharacterized response regulatory protein ypdB,[],Temporarly Up Regulated
rfaD,948134,ADP-L-glycero-D-manno-heptose-6-epimerase,,Down Regulated
gcvH,947393,Glycine cleavage system H protein,,Down Regulated
yibN,948131,Uncharacterized protein yibN,[],Down Regulated
grxC,948132,Glutaredoxin-3,,Down Regulated
argI,948774,Ornithine carbamoyltransferase chain I; Ornithine carbamoyltransferase,,Temporarly Down Regulated
rraB,948773,Uncharacterized protein yjgD,,Up Regulated
yjgM,948772,Uncharacterized N-acetyltransferase yjgM,[],Temporarly Up Regulated
tdh,948139,L-threonine 3-dehydrogenase,,Ambiguous/Unsorted
kbl,948138,2-amino-3-ketobutyrate coenzyme A ligase,,Temporarly Up Regulated
uvrD,948347,DNA helicase II,,Down Regulated
rdoA,948346,Protein rdoA,,Down Regulated
mobA,948349,Molybdopterin-guanine dinucleotide biosynthesis protein A,,Temporarly Up Regulated
ybgC,948907,Acyl-CoA thioester hydrolase ybgC,,Temporarly Down Regulated
yihD,948348,Protein yihD,,Down Regulated
yafD,946286,UPF0294 protein yafD,,Up Regulated
ygaW,947147,Uncharacterized protein ygaW,[],Down Regulated
sppA,946281,Protease 4,,Down Regulated
nupG,946282,Nucleoside permease nupG,,Down Regulated
ygaU,947144,Uncharacterized protein ygaU,[],Ambiguous/Unsorted
trmA,947143,tRNA (uracil-5-)-methyltransferase,,Temporarly Down Regulated
yjaG,948501,Uncharacterized protein yjaG,[],Down Regulated
nfi,948502,Endonuclease V,,Down Regulated
proW,947145,Glycine betaine/L-proline transport system permease protein proW,,Ambiguous/Unsorted
purH,948503,Bifunctional purine biosynthesis protein purH,,Down Regulated
ygiS,947140,Putative binding protein ygiS,,Temporarly Down Regulated
purD,948504,Phosphoribosylamine--glycine ligase,,Down Regulated
zraS,948506,Sensor protein; Sensor protein zraS,,Ambiguous/Unsorted
ybjE,947142,Uncharacterized protein ybjE,"[' Building block biosynthesis', 'metabolic process']",Temporarly Down Regulated
zraP,948507,Zinc resistance-associated protein,,Temporarly Up Regulated
holC,948787,DNA polymerase III subunit chi,,Down Regulated
yfcD,946783,Uncharacterized Nudix hydrolase yfcD,"['tricarboxylic acid cycle', 'response to antibiotic']",Down Regulated
yqhG,945919,Uncharacterized protein yqhG,"['Replication  recombination and repair', ' Carbon compound utilization', 'DNA recombination']",Up Regulated
yccU,949008,Uncharacterized protein yccU,[],Temporarly Up Regulated
folX,946781,"D-erythro-7,8-dihydroneopterin triphosphate epimerase",,Ambiguous/Unsorted
rfe,948789,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,,Temporarly Down Regulated
rfaY,948145,Lipopolysaccharide core biosynthesis protein rfaY,,Down Regulated
yajC,945374,UPF0092 membrane protein yajC,,Down Regulated
rfaL,948148,O-antigen ligase,,Down Regulated
rpsI,949000,30S ribosomal protein S9,,Down Regulated
DeoB,948910,Phosphopentomutase,,Temporarly Up Regulated
ybhA,945372,Phosphatase ybhA,,Down Regulated
yfcI,946787,Uncharacterized protein yfcI,"['Amino acid transport and metabolism', ' Building block biosynthesis', 'amino acid metabolic process', 'aromatic amino acid family biosynthetic process']",Up Regulated
radA,948912,DNA repair protein radA,,Temporarly Up Regulated
mngR,945371,Mannosyl-D-glycerate transport/metabolism system repressor mngR,,Ambiguous/Unsorted
intB,948782,ECDH10B_4464; ECIAI39_4743; UTI89_C4878; b4271; ECED1_5125; EC55989_4829; ECUMN_4803,,Temporarly Up Regulated
nadR,948911,Transcriptional regulator nadR,,Down Regulated
valS,948785,Valyl-tRNA synthetase,,Down Regulated
serB,948913,Phosphoserine phosphatase,,Temporarly Down Regulated
yfcH,946784,Epimerase family protein yfcH,,Up Regulated
yeaG,946297,Uncharacterized protein yeaG,[],Up Regulated
YigA,948359,Uncharacterized protein yigA,,Down Regulated
recR,945100,Recombination protein recR,,Down Regulated
yihA,948358,Probable GTP-binding protein engB,,Down Regulated
yigB,948357,Uncharacterized protein yigB,[],Down Regulated
ygaV,947136,Probable HTH-type transcriptional regulator ygaV,,Up Regulated
tomB,945106,Uncharacterized protein ybaJ,,Up Regulated
metA,948513,Homoserine O-succinyltransferase,,Temporarly Up Regulated
yjaB,948514,Uncharacterized N-acetyltransferase yjaB,[],Up Regulated
dnaX,945105,DNA polymerase III subunit tau,,Down Regulated
polA,948356,DNA polymerase I,,Down Regulated
ftsK,945102,DNA translocase ftsK,,Temporarly Down Regulated
aceA,948517,Isocitrate lyase,,Temporarly Up Regulated
pagB,948518,Uncharacterized protein yjbD,,Ambiguous/Unsorted
yjbD,948518,Uncharacterized protein yjbD,,Ambiguous/Unsorted
xerC,948355,Tyrosine recombinase xerC,,Down Regulated
ybaB,945104,UPF0133 protein ybaB,,Down Regulated
asr,945103,Acid shock protein,,Temporarly Up Regulated
dsbA,948353,Thiol:disulfide interchange protein dsbA,,Down Regulated
yicC,948154,UPF0701 protein yicC,,Down Regulated
idnT,948798,Gnt-II system L-idonate transporter,,Ambiguous/Unsorted
purF,946794,Amidophosphoribosyltransferase,,Down Regulated
truA,946793,tRNA pseudouridine synthase A,,Down Regulated
yjaH,948508,Uncharacterized protein yjaH,"['Cell wall membrane envelope biogenesis', 'lipopolysaccharide biosynthetic process']",Down Regulated
pyrE,948157,Orotate phosphoribosyltransferase,,Down Regulated
ynaJ,945901,Uncharacterized protein ynaJ,"['Replication  recombination and repair', 'DNA recombination']",Temporarly Down Regulated
bioC,945388,Biotin synthesis protein bioC,,Down Regulated
slmA,948158,HTH-type protein slmA,,Temporarly Down Regulated
uspE,945904,Universal stress protein E,,Temporarly Up Regulated
rph,948156,Ribonuclease PH,,Temporarly Down Regulated
folK,948792,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,,Down Regulated
accD,946796,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,,Down Regulated
ydaM,945909,Uncharacterized protein ydaM,,Up Regulated
uxuB,946795,D-mannonate oxidoreductase,,Up Regulated
ybhJ,945380,Uncharacterized protein ybhJ,"['Energy production and conversion', ' Energy metabolism  carbon ', 'glycolysis', 'tricarboxylic acid cycle']",Up Regulated
deoC,948902,Deoxyribose-phosphate aldolase,,Down Regulated
dedA,946798,Protein dedA,,Down Regulated
deoA,948901,Thymidine phosphorylase,,Down Regulated
tolQ,948900,Protein tolQ,,Down Regulated
pheT,945382,Phenylalanyl-tRNA synthetase beta chain,,Down Regulated
nuoG,946762,NADH-quinone oxidoreductase; NADH-quinone oxidoreductase subunit G,,Down Regulated
ydcD,946958,Uncharacterized protein ydcD,['Cell wall membrane envelope biogenesis'],Up Regulated
CARA,949025,Carbamoyl-phosphate synthase small chain,,Temporarly Up Regulated
yacL,944809,UPF0231 protein yacL,,Temporarly Up Regulated
nuoA,946764,NADH-quinone oxidoreductase subunit; NADH-quinone oxidoreductase subunit A,,Down Regulated
yehU,949027,Inner membrane protein yehU,,Ambiguous/Unsorted
mutM,946765,Formamidopyrimidine-DNA glycosylase,,Temporarly Up Regulated
idi,949020,Isopentenyl-diphosphate Delta-isomerase,,Up Regulated
yfbS,946766,Uncharacterized transporter yfbS,[],Temporarly Down Regulated
yfbU,946767,UPF0304 protein yfbU,,Down Regulated
selD,946768,"Selenide, water dikinase",,Down Regulated
lrhA,946769,Probable HTH-type transcriptional regulator lrhA,,Up Regulated
ftsL,944803,Cell division protein ftsL,,Ambiguous/Unsorted
yicI,948169,Alpha-xylosidase,,Temporarly Up Regulated
fruR,944804,Fructose repressor,,Ambiguous/Unsorted
yfdC,944801,Inner membrane protein yfdC,,Up Regulated
gltS,948166,Sodium/glutamate symport carrier protein,,Ambiguous/Unsorted
ydfJ,944802,b4600; c1969; EcHS_A1633; Z2153; E2348C_1663; ECED1_1671; ECDH10B_1674; ECH74115_2159; EC55989_1684; ECS88_1623; EcE24377A_1752; EcSMS35_1621; ECED1_1674; ECIAI39_1846; ECUMN_1810; ECIAI1_1562,,Up Regulated
fkpB,944807,FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase,,Down Regulated
nuoH,946761,NADH-quinone oxidoreductase subunit H,,Down Regulated
recG,948162,ATP-dependent DNA helicase recG,,Down Regulated
rpoZ,948160,DNA-directed RNA polymerase subunit omega,,Temporarly Down Regulated
trmH,948161,tRNA guanosine-2'-O-methyltransferase,,Temporarly Down Regulated
maeA,946031,NAD-dependent malic enzyme,,Down Regulated
ydhF,946960,Oxidoreductase ydhF,,Up Regulated
adhP,946036,"Alcohol dehydrogenase, propanol-preferring",,Temporarly Up Regulated
nuoC,946759,NADH-quinone oxidoreductase subunit C/D,,Down Regulated
ackA,946775,Acetate kinase,,Down Regulated
yfbV,946774,UPF0208 membrane protein yfbV,,Up Regulated
ymdA,949012,Uncharacterized protein ymdA,[],Down Regulated
yfbT,946777,Phosphatase yfbT,,Down Regulated
pta,946778,Phosphate acetyltransferase,,Down Regulated
yicN,948173,Uncharacterized protein yicN,"[' Carbon compound utilization', 'regulation of transcription']",Temporarly Down Regulated
yicL,948176,Uncharacterized inner membrane transporter yicL,['regulation of cell shape'],Ambiguous/Unsorted
nlpA,948175,Lipoprotein 28,,Down Regulated
ygfT,949018,Uncharacterized protein ygfT,['electron transport'],Temporarly Up Regulated
yicH,948171,Uncharacterized protein yicH,['Energy production and conversion'],Up Regulated
lspA,944800,Lipoprotein signal peptidase,,Down Regulated
yfgD,946974,Uncharacterized protein yfgD,[],Temporarly Down Regulated
rhsE,946026,ECDH10B_1586; EC55989_0238; b1456,,Ambiguous/Unsorted
ymbA,946972,Uncharacterized lipoprotein ymbA,['Amino acid transport and metabolism'],Temporarly Up Regulated
uraA,946978,Uracil permease,,Down Regulated
galS,949043,HTH-type transcriptional regulator galS,,Temporarly Up Regulated
nuoE,946746,NADH-quinone oxidoreductase subunit E,,Down Regulated
yeiB,949044,Uncharacterized protein yeiB,['two component signal transduction system  phosphorelay '],Down Regulated
yeiG,949045,S-formylglutathione hydrolase yeiG,,Down Regulated
artQ,949046,Arginine transport system permease protein artQ,,Down Regulated
dfp,949047,Coenzyme A biosynthesis bifunctional protein coaBC,,Down Regulated
menE,946741,2-succinylbenzoate--CoA ligase,,Temporarly Up Regulated
gltI,946938,Glutamate/aspartate periplasmic-binding protein,,Temporarly Up Regulated
ftsQ,944823,Cell division protein ftsQ,,Down Regulated
yadG,944833,Uncharacterized ABC transporter ATP-binding protein yadG,,Down Regulated
can,944832,Carbonic anhydrase 2,,Down Regulated
gnsb,946054,Protein gnsB,,Down Regulated
secM,944831,Secretion monitor,,Down Regulated
gcd,944830,Quinoprotein glucose dehydrogenase,,Down Regulated
tmcA,946053,Uncharacterized protein ypfI,,Ambiguous/Unsorted
ivbL,948181,IlvBN operon leader peptide,,Temporarly Up Regulated
nuoB,946738,NADH-quinone oxidoreductase subunit B,,Down Regulated
rpmB,946941,50S ribosomal protein L28,,Down Regulated
yfaZ,946739,Uncharacterized protein yfaZ,[],Temporarly Up Regulated
nuoI,946757,NADH-quinone oxidoreductase subunit I,,Down Regulated
ubiX,949033,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,,Down Regulated
purE,949031,Phosphoribosylaminoimidazole carboxylase catalytic subunit,,Down Regulated
yfcE,946755,Phosphodiesterase yfcE,,Down Regulated
nuoJ,946756,NADH-quinone oxidoreductase subunit J,,Down Regulated
nuoF,946753,NADH-quinone oxidoreductase subunit F,,Down Regulated
yeiA,949037,Uncharacterized protein yeiA,['Nucleotide transport and metabolism'],Up Regulated
ppiB,949038,Peptidyl-prolyl cis-trans isomerase B; Peptidyl-prolyl cis-trans isomerase,,Down Regulated
nadE,946946,NH(3)-dependent NAD(+) synthetase,,Down Regulated
thyA,949035,Thymidylate synthase,,Down Regulated
murD,944818,UDP-N-acetylmuramoylalanine--D-glutamate ligase,,Down Regulated
surA,944812,Chaperone surA,,Down Regulated
murF,944813,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,,Down Regulated
mraY,944814,Phospho-N-acetylmuramoyl-pentapeptide-transferase,,Down Regulated
wzzE,944815,Lipopolysaccharide biosynthesis protein wzzE,,Down Regulated
uidC,944820,Membrane-associated protein uidC,,Up Regulated
ddpB,946044,"Probable D,D-dipeptide transport system permease protein ddpB",,Down Regulated
secA,944821,Protein translocase subunit secA,,Down Regulated
ibpB,948192,Small heat shock protein ibpB,,Up Regulated
yidE,948193,Putative transport protein yidE,,Up Regulated
ypfJ,946956,Uncharacterized protein ypfJ,[],Temporarly Up Regulated
bamC,946954,Lipoprotein 34,,Down Regulated
gcvR,946950,Glycine cleavage system transcriptional repressor,,Temporarly Up Regulated
yebQ,946048,Uncharacterized transporter yebQ,[],Temporarly Down Regulated
yfcN,944847,UPF0115 protein yfcN,,Temporarly Down Regulated
ybgJ,945311,Uncharacterized protein ybgJ,[],Down Regulated
sucC,945312,Succinyl-CoA ligase [ADP-forming] subunit beta,,Down Regulated
yadB,944846,Glutamyl-Q tRNA(Asp) synthetase; Insertion element IS150 uncharacterized 14 kDa protein,,Ambiguous/Unsorted
hrpB,944845,ATP-dependent RNA helicase hrpB,,Temporarly Down Regulated
ybgK,945317,Uncharacterized protein ybgK,[],Down Regulated
lpxA,944849,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,,Down Regulated
yjgR,948978,Uncharacterized protein yjgR,[],Temporarly Up Regulated
rffD,948977,UDP-N-acetyl-D-mannosamine dehydrogenase,,Down Regulated
glpQ,946725,Glycerophosphoryl diester phosphodiesterase,,Temporarly Up Regulated
pinR,948973,Putative DNA-invertase from lambdoid prophage Rac,,Up Regulated
coaE,949060,Dephospho-CoA kinase,,Up Regulated
clcA,946715,H(+)/Cl(-) exchange transporter clcA,,Down Regulated
dksA,944850,DnaK suppressor protein,,Temporarly Up Regulated
sucB,945307,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,,Down Regulated
hisJ,945309,Histidine-binding periplasmic protein,,Temporarly Down Regulated
lpd,944854,Dihydrolipoyl dehydrogenase,,Down Regulated
HtpX,946076,Probable protease htpX,,Ambiguous/Unsorted
ydhC,946077,Inner membrane transport protein ydhC,,Down Regulated
rnhB,944852,Ribonuclease HII,,Down Regulated
aceE,944834,Pyruvate dehydrogenase E1 component,,Down Regulated
lptG,945324,Lipopolysaccharide export system permease protein lptG,,Ambiguous/Unsorted
sdhD,945322,Succinate dehydrogenase hydrophobic membrane anchor subunit,,Down Regulated
panB,944839,3-methyl-2-oxobutanoate hydroxymethyltransferase,,Down Regulated
tolR,945328,Protein tolR,,Down Regulated
yjhQ,949059,Uncharacterized N-acetyltransferase yjhQ,"['Translation  ribosomal structure and biogenesis', 'translation']",Up Regulated
csgA,949055,Major curlin subunit,,Up Regulated
glpC,946735,Anaerobic glycerol-3-phosphate dehydrogenase subunit C,,Up Regulated
trxB,949054,Thioredoxin reductase,,Down Regulated
menC,946734,o-succinylbenzoate synthase,,Down Regulated
lpxH,949053,"UDP-2,3-diacylglucosamine hydrolase",,Down Regulated
lrp,949051,Leucine-responsive regulatory protein,,Down Regulated
cydD,949052,ATP-binding/permease protein cydD,,Down Regulated
rluE,945701,Pseudouridine synthase; Ribosomal large subunit pseudouridine synthase E,,Down Regulated
hipA,946064,Protein hipA,,Temporarly Up Regulated
ygbL,947197,Putative aldolase class 2 protein ygbL,,Temporarly Up Regulated
manA,944840,Mannose-6-phosphate isomerase,,Temporarly Down Regulated
ybgL,945318,UPF0271 protein ybgL,,Down Regulated
pphB,947196,Serine/threonine-protein phosphatase 2,,Temporarly Up Regulated
ygbK,947199,Uncharacterized protein ygbK,['Carbohydrate transport and metabolism'],Up Regulated
ydeJ,946067,Protein ydeJ,,Up Regulated
yacH,944868,Uncharacterized protein yacH,"['Signal transduction mechanisms', ' Type of regulation', 'signal transduction']",Up Regulated
argP,944867,Chromosome initiation inhibitor,,Ambiguous/Unsorted
caiB,948997,Crotonobetainyl-CoA:carnitine CoA-transferase,,Up Regulated
eco,946700,Ecotin,,Down Regulated
symE,949088,Endoribonuclease symE,,Up Regulated
ymdB,946987,UPF0189 protein ymdB,,Ambiguous/Unsorted
bamB,946982,Lipoprotein yfgL,,Down Regulated
der,946983,GTP-binding protein engA,,Down Regulated
yfgJ,946984,Uncharacterized protein yfgJ,[' Type of regulation'],Ambiguous/Unsorted
cdsA,944876,Phosphatidate cytidylyltransferase,,Temporarly Down Regulated
dnaE,944877,DNA polymerase III subunit alpha,,Down Regulated
yfgG,946980,Uncharacterized protein yfgG,['Nucleotide transport and metabolism'],Up Regulated
yfgM,946981,UPF0070 protein yfgM,,Down Regulated
yaeR,944875,Uncharacterized protein yaeR,[],Ambiguous/Unsorted
glnH,944872,Glutamine-binding periplasmic protein,,Down Regulated
flhE,946094,Flagellar protein flhE,,Down Regulated
prc,946096,Tail-specific protease,,Down Regulated
bamA,944870,Outer membrane protein assembly factor yaeT,,Down Regulated
rseP,944871,Regulator of sigma E protease,,Down Regulated
ynfN,946097,Uncharacterized protein ynfN,[],Up Regulated
osmE,945305,Osmotically-inducible lipoprotein E,,Temporarly Up Regulated
sucA,945303,2-oxoglutarate dehydrogenase E1 component,,Down Regulated
ulaF,948711,L-ribulose-5-phosphate 4-epimerase ulaF,,Up Regulated
aer,945301,Aerotaxis receptor,,Up Regulated
erpA,944857,Iron-sulfur cluster insertion protein erpA,,Up Regulated
yjfY,948713,Uncharacterized protein yjfY,[],Temporarly Up Regulated
kdpE,945302,KDP operon transcriptional regulatory protein kdpE,,Temporarly Up Regulated
yciM,944858,Uncharacterized protein yciM,[],Ambiguous/Unsorted
glpA,946713,Anaerobic glycerol-3-phosphate dehydrogenase subunit A,,Up Regulated
menF,946712,Menaquinone-specific isochorismate synthase,,Ambiguous/Unsorted
sbcC,949076,Nuclease sbcCD subunit C,,Down Regulated
apbE,946711,Thiamine biosynthesis lipoprotein apbE,,Temporarly Down Regulated
lolA,948989,Outer-membrane lipoprotein carrier protein,,Down Regulated
betA,945716,Choline dehydrogenase,,Down Regulated
xdhD,949079,Probable hypoxanthine oxidase xdhD,,Up Regulated
flgH,946996,Flagellar L-ring protein,,Down Regulated
sseA,946993,3-mercaptopyruvate sulfurtransferase,,Temporarly Up Regulated
glpT,946704,Glycerol-3-phosphate transporter,,Up Regulated
sseB,946994,Protein sseB,,Down Regulated
ulaR,948706,HTH-type transcriptional regulator ulaR,,Up Regulated
rodZ,946992,Cytoskeleton protein rodZ,,Temporarly Down Regulated
acnB,944864,Aconitate hydratase 2,,Down Regulated
yjfP,948707,Esterase yjfP,,Ambiguous/Unsorted
yjfN,948709,Uncharacterized protein yjfN,"[' Building block biosynthesis', 'ion transport']",Up Regulated
tsf,944866,Elongation factor Ts,,Down Regulated
pinQ,946088,Putative DNA-invertase from lambdoid prophage Qin,,Up Regulated
yebR,946086,UPF0067 protein yebR,,Down Regulated
skp,944861,Chaperone protein skp,,Down Regulated
dcp,946084,Peptidyl-dipeptidase dcp,,Ambiguous/Unsorted
fabZ,944888,(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase,,Down Regulated
yhfY,947888,Uncharacterized protein yhfY,"['Replication  recombination and repair', ' Carbon compound utilization']",Temporarly Up Regulated
yhfX,947889,Uncharacterized protein yhfX,"['Replication  recombination and repair', ' Carbon compound utilization']",Up Regulated
lpxD,944882,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,,Down Regulated
map,947882,Methionine aminopeptidase,,Ambiguous/Unsorted
DHAR,945743,PTS-dependent dihydroxyacetone kinase operon regulatory protein,,Up Regulated
yjiX,949090,Uncharacterized protein yjiX,"['Signal transduction mechanisms', ' Adaptation to stress', 'response to stress']",Down Regulated
cysG,947880,Siroheme synthase,,Down Regulated
umuD,945746,Protein umuD,,Up Regulated
minE,945740,Cell division topological specificity factor,,Down Regulated
kdsB,945539,3-deoxy-manno-octulosonate cytidylyltransferase,,Down Regulated
folM,949096,Dihydrofolate reductase folM,,Temporarly Up Regulated
hupB,949095,DNA-binding protein HU-beta,,Ambiguous/Unsorted
rbfA,947685,Ribosome-binding factor A,,Down Regulated
ycbC,945546,Uncharacterized protein ycbC,"['regulation of cell shape', 'peptidoglycan biosynthetic process']",Ambiguous/Unsorted
infB,947684,Translation initiation factor IF-2,,Down Regulated
arnA,947683,Bifunctional polymyxin resistance protein arnA,,Up Regulated
mukF,945548,Chromosome partition protein mukF,,Down Regulated
nusA,947682,Transcription elongation protein nusA,,Down Regulated
smtA,945547,Protein smtA,,Down Regulated
uxaB,945542,Altronate oxidoreductase,,Up Regulated
ycbB,945541,Uncharacterized protein ycbB,['DNA replication'],Temporarly Up Regulated
rimP,947680,b3170,,Down Regulated
yegX,945543,Uncharacterized protein yegX,['translation'],Up Regulated
nuoL,945540,NADH-quinone oxidoreductase subunit L,,Down Regulated
rlmE,947689,b3179,,Down Regulated
yhbY,947688,RNA-binding protein yhbY,,Down Regulated
truB,947687,tRNA pseudouridine synthase B,,Down Regulated
sufD,944878,Protein sufD,,Up Regulated
rpsO,947686,30S ribosomal protein S15,,Down Regulated
PabA,947873,Para-aminobenzoate synthase glutamine amidotransferase component II,,Ambiguous/Unsorted
metQ,944893,D-methionine-binding lipoprotein metQ,,Down Regulated
rpsB,947874,30S ribosomal protein S2,,Down Regulated
accA,944895,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,,Down Regulated
yejH,945529,Uncharacterized protein yejH,"[' Building block biosynthesis', 'amino acid biosynthetic process']",Temporarly Down Regulated
serC,945527,Phosphoserine aminotransferase,,Down Regulated
pnp,947672,Polyribonucleotide nucleotidyltransferase,,Down Regulated
yhbQ,947671,UPF0213 protein yhbQ,,Up Regulated
deaD,947674,Cold-shock DEAD box protein A,,Down Regulated
cmk,945535,Cytidylate kinase,,Temporarly Down Regulated
nlpI,947673,Lipoprotein nlpI,,Temporarly Down Regulated
ihfB,945533,Integration host factor subunit beta,,Down Regulated
ycaI,945531,Uncharacterized protein ycaI,[],Up Regulated
rssA,945725,NTE family protein rssA,,Temporarly Down Regulated
mtr,947675,Tryptophan-specific transport protein,,Temporarly Up Regulated
yhbW,947677,Uncharacterized protein yhbW,[],Down Regulated
ymgE,945760,UPF0410 protein ymge,,Up Regulated
clpA,945764,ATP-dependent Clp protease ATP-binding subunit clpA,,Temporarly Up Regulated
pth,945765,Peptidyl-tRNA hydrolase,,Ambiguous/Unsorted
fabD,945766,Malonyl CoA-acyl carrier protein transacylase,,Down Regulated
ycgV,945767,Uncharacterized protein ycgV,"['Amino acid transport and metabolism', ' Building block biosynthesis']",Up Regulated
trpB,945768,Tryptophan synthase beta chain,,Down Regulated
rlmL,945564,Ribosomal RNA large subunit methyltransferase L,,Down Regulated
gst,945758,Glutathione S-transferase,,Up Regulated
ycbX,945563,Uncharacterized protein ycbX,[],Temporarly Down Regulated
rmf,945567,Ribosome modulation factor,,Temporarly Up Regulated
gph,947895,Phosphoglycolate phosphatase,,Down Regulated
rpe,947896,Ribulose-phosphate 3-epimerase,,Down Regulated
yhfZ,947897,Uncharacterized protein yhfZ,"['Replication  recombination and repair', ' Carbon compound utilization', 'DNA replication']",Up Regulated
dadA,945752,D-amino acid dehydrogenase small subunit,,Temporarly Down Regulated
sufB,945753,Protein sufB,,Temporarly Up Regulated
mukB,945549,Chromosome partition protein mukB,,Down Regulated
